ID,Name,Description,ColumnSpec,Area,Contribution_ID,Feature_Description,Source
UT057,Are there non-finite forms that can relativize at least some non-core participants but cannot relativize all core participants?,,,Syntax,UT,"
In addition to the types covered in questions UT055 and UT056, it is possible to find participles that can relativize some non-core participants (e.g., instrumentals, locatives) but not all core participants. For instance, in Beserman Udmurt there is a participle ending in *-n*, which can be used to relativize instrumentals and direct objects (P) (1a and 1b, respectively) but not subjects (S/A) ([Shagal 2018](sources.bib?label=Shagal+2018#cldf:shagal_participial_2018):74).

(1) Beserman Udmurt<br/>
>a. *valez **š’už’jan** sǝ̑nanze Vaš’a ǝ̑stiz*<br/>
>[val-ez š’už’ja-n] sǝ̑na-n-z-e Vaš’a ǝ̑st-i-z*<br/>
>horse-3 clean-PTCP comb-PTCP-3-ACC Vasya lose-PST-3<br/>
>‘Vasya lost the comb with which he used to clean the horse’<br/>

>b. *mǝ̑nam nǝ̑le jarate mǝ̑niš’tem **lǝ̑ǯ’on** kn’igame*<br/>
> *mǝ̑nam nǝ̑l-e jarat-e mǝ̑niš’tem [lǝ̑ǯ’-on] kn’iga-m-e*<br/>
>1SG.GEN1 daughter-1SG love-PRS.3SG 1SG.GEN2 read-PTCP book-1-ACC<br/>
>‘My daughter loves the book that I read to her’<br/>
(Brykina and Aralova 2012:511, cited through [Shagal 2018](sources.bib?label=Shagal+2018#cldf:shagal_participial_2018):74)

In some languages, the relevant forms may be referred to as nominalizations or converbs.

## Coding

The value is '1' if there is at least one participle that can relativize some non-core participants but cannot relativize all or some core participants.
",shagal_participial_2018
UT058,"Is there a specialized negative participial form, which cannot be analyzed as a specific participial marker + negative marker?",,,Morphology,UT,"
The aim of this question is to find out whether there is a negative participle, which cannot be analyzed as a combination of a specific participial marker and a negative marker. Such participle can be found in Northern Khanty (see *-li* in example 1), which is also neutral as regards temporal and aspectual characteristics associated with two affirmative participles in the language (see [Shagal 2018](sources.bib?label=Shagal+2018#cldf:shagal_participial_2018):78).

(1) Northern Khanty<br/>
>*[pe:jal-ti  xo:s-**li**] ńa:wre:m il su:wil-ǝ-ti  pit-ǝ-s*<br/>
>swim-INF can-PTCP.NEG child down drown-EP-INF start-EP-PST.3SG<br/>
>‘A child who could not swim started drowning’<br/>
([Nikolaeva 1999](sources.bib?label=Nikolaeva+1999#cldf:nikolaeva_semantics_1999): 34, cited through [Shagal 2018](sources.bib?label=Shagal+2018#cldf:shagal_participial_2018):78)

To compare, in Erzya participial clauses are negated using a negative marker (example 2) and thus for Erzya the value is '0'.

(2) Erzya<br/> 
>*[a / avol’ lovn-ic’a] t’ejt’er’*<br/>
>NEG / NEG read-PTCP.PRS girl<br/>
>‘a girl who does not read’<br/>

## Coding

The value is '1' if a language contains a specialized negative participle (as in Northern Khanty). If there is no such participle and participial clauses are negated simply using a negative marker (as in Erzya), the value is '0'.
",nikolaeva_semantics_1999;shagal_participial_2018
UT059,Is there a future participle?,,,Morphology,UT,"
To be regarded as a future participle the coresponding participle needs to denote an action that will/must/should be carried out or occur in the future. For example, according to [Krasnova et al. ](sources.bib?label=Krasnova+et+al.+#cldf:krasnova_reading_2017)([2017](sources.bib?label=2017#cldf:krasnova_reading_2017)), the Hill Mari marker *-šašlə̑k* is primarily used for future situations, but it sometimes also appears in debitive contexts. 

(1) Hill Mari<br/>
>***качшашлык** киндӹ*<br/>
>kɑt͡ʃ-ʃɑʃlək kində̈<br/>
>eat-PTCP.FUT bread<br/>
>'bread that will/should be eaten'<br/>
>([Krasnova et al. 2017](sources.bib?label=Krasnova+et+al.+2017#cldf:krasnova_reading_2017):162)

## Coding

The value is '1' if there is a participle that gives rise to a future interpretation (but possibly also appears in some modal contexts). The value is '0' if there is no participle that can receive a future interpretation. Examples where a future interpretation arises only from context or is associated with a particular construction were not counted.
",krasnova_reading_2017
UT060,Are there participles that can encode their subject with possessive suffixes?,,,Morphology,UT,"
In Finnish, the possessive marking may be used to encode the subject of a situation (1-2) ([Shagal 2018](sources.bib?label=Shagal+2018#cldf:shagal_participial_2018); [Hakulinen et al. 2004](sources.bib?label=Hakulinen+et+al.+2004#cldf:hakulinen_iso_2004): § 527). By comparison, in finite clauses, the subject is expressed with the nominative. The Finnish agentive participle and passive participle (2) are employed only for direct object relativization.

(1) Finnish<br/>
>***tekemäni** työ*<br/>
>teke-mä-ni työ<br/>
>do-AG.PTCP-POSS.1SG work<br/>
>‘Work that I did’<br/>

(2) Finnish<br/>
>***Kuvattavakseni** tilhi ei antaudu*<br/>
>kuva-tta-va-kse-ni tilhi ei antaudu
>photograph-PASS-PRS.PTCP-TRNSL-POSS.1SG waxwing NEG surrender<br/>
>’The waxwing won't let me photograph it’<br/>
>([Hakulinen et al. 2004](sources.bib?label=Hakulinen+et+al.+2004#cldf:hakulinen_iso_2004): § 533)<br/>

## Coding

The value is '1' if a possessive suffix encoding the subject can attach to a participle. The value is '0' if there are no possessive suffixes in a language or they occur in some other position (e.g., on the head noun).
",hakulinen_iso_2004;shagal_participial_2018
UT062,Are there participles that must agree with the nouns they modify in case and number in all contexts?,,,Morphology,UT,"
This question asks whether there are participles that obligatorily agree with the nouns they modify in case and number. This is possible, for instance, in Finnish (1). 

(1) Finnish<br/>
>*Puhuin eilen **lähetetyistä** kirjeistä*<br/>
>puhuin eilen lähete-ty-i-stä kirje-i-stä<br/>
>speak-PST-1SG yesterday send-PTCP.PST-PL-ELA letter-PL-ELA<br/>
>‘I was speaking about the letters that were sent yesterday’<br/>

Here, ""all contexts"" is used to mean contexts where one would also expect agreement otherwise, e.g., with adnominal modifiers (cf. example 2).

(2) Finnish<br/>
>***uusista** kirjeistä*<br/>
>uus-i-sta kirje-i-stä<br/>
>new-PL-ELA letter-PL-ELA<br/>
>'(about) new letters'

## Coding

The value is '1' if there is at least one participle, which obligatorily agrees in case and number with the noun it modifies in all contexts.",
UT063,Are there non-finite forms that can be used both as participles and action nominalizations?,,,Syntax,UT,"
Non-finite forms can be found in various functions. This question asks whether it is possible that one and the same form appears both as a participle and as an action nominalization (see 1a and 1b, respectively).

(1) Komi Zyrian (Pechora dialect)<br/>
>a. *[mama-li̮s’ **vur-e̮m**] de̮re̮m me kos’al-i*<br/>
>mother-GEN2 sew-PTCP shirt 1SG tear-PST<br/>
>‘I’ve torn the shirt mother sewed’<br/>

>b. *[mama-le̮n de̮re̮m **vur-e̮m**] meni̮m kažitс’-e̮*<br/>
>mother-GEN shirt sew-NMLZ 1SG.DAT like-PRS.3<br/>
>‘I like the way mother has sewn the shirt’<br/>
(Serdobolskaya and Paperno 2006:1, cited through [Shagal 2018](sources.bib?label=Shagal+2018#cldf:shagal_participial_2018):59)

For an overlap between the form functioning as a participle and as an agentive nominalization, see UT064. 

## Coding

The value is '1' if a non-finite form can be used both as a participle and as an action nominalization without any additional morphology.
",shagal_participial_2018
UT064,Are there non-finite forms that can be used both as participles and agentive nominalizations?,,,Syntax,UT,"
This question asks whether it is possible for one and the same form to function both as a participle and an agentive nominalization (examples 1a-b).

(1) Livonian<br/>
>a. ***a'iliji***<br/>
>a'ili-ji<br/>
>run-AG.NMLZ<br/> 
>'a runner'<br/>

>b. ***a'iliji** i'bbi*<br/>
>a'ili-ji i'bbi<br/>
>run-AG.NMLZ horse.NOM<br/>
>‘a running horse’ (lit. ‘a runner horse’)<br/>

For the overlap between a participle and an action nominalization, see UT063. 

## Coding

The value is '1' if a non-finite form can be used both as a participle and an agentive nominalization without any additional morphology.",
UT065,Are there non-finite forms that can be used both as participles and converbs?,,,Syntax,UT,"
Non-finite forms can be used in various functions, including as converbs. A converb can be defined as ""a nonfinite verb form whose main function is to mark adverbial subordination""; whereas converbs could be seen as verbal adverbs, participles could be regarded as verbal adjectives ([Haspelmath 1995](sources.bib?label=Haspelmath+1995#cldf:haspelmath_1995):3). This question asks whether one and the same form can be used in both functions. (Converbs may be subsumed under different labels, e.g., in Udmurt they are typically called gerunds.) 

(1) Udmurt<br/>
>a. ***валамон** уж*<br/> 
>vala-mon už<br/> 
>understand-PTCP work<br/> 
>'comprehensible work'<br/> 

>b. ***валамон** вераськиз*<br/>
>vɑlɑ-mon verɑ-ɕki-z<br/>
>understand-GER speak-PST-3SG<br/>
>'S/he spoke comprehensibly'<br/> 
(Nikolay Kuznetsov and Svetlana Edygarova, p.c.)

## Coding

The value is '1' if there is a non-finite form that can function both as a participle and a converb without any additional morphological material.
",haspelmath_1995
UT066,Is OV the neutral order in affirmative imperative clauses?,,,Syntax,UT,"
The aim of this question is to determine whether OV is the neutral order in affirmative imperative clauses, as in Udmurt (1).

(1) Udmurt<br/>
>*чай ю!<br/> 
>t͡ɕɑj ju*<br/>
>tea[ACC] drink.IMP.2SG<br/>
>'Drink tea!'<br/>
>(Nikolay Kuznetsov, p.c.)

## Coding

The value is '1' only if OV represents the neutral order. If OV is possible but not neutral, the value is '0'.",
UT067,Is it possible to place an object between the negative marker and the main verb in imperative constructions?,,,Syntax,UT,"
The aim of this question is to determine whether an object can appear between the negative marker and the main verb in negative imperatives, as in example (1).

(1) Estonian<br/>
>*Ära **mind** unusta!*<br/>
>NEG.IMP 1SG.PRT forget.CNG<br/> 
>‘Don’t forget me’

By comparison, in Udmurt, nothing can intervene between the negative auxiliary and the main verb (example 2). Thus, Udmurt is coded as ‘0’.

(2) Udmurt<br/>
>*En das’a **s’ion**!*<br/>
>NEG  prepare.IMP:2SG  meal.NOM<br/>
>‘Don’t prepare a meal!’<br/>
>([Edygarova et al. 2017](sources.bib?label=Edygarova+et+al.+2017#cldf:edygarova_et_al_2017))<br/>

## Coding

The value is '1', if an object can appear between the negative marker and the main verb. If an object cannot intervene, the value is ‘0’.
",edygarova_et_al_2017
UT070,Is there diminutive (hypocoristic) marking on verbs?,,,Morphology,UT,"
The aim of this question is to determine whether there is any diminutive marking on the verb that can indicate attitudinal information (affection, intimacy, etc.) of the speaker towards the referent. For example, the diminutive suffixes *-kwe* and *-risj* (example 1) in North Mansi can express the speaker’s positive emotional attitude towards the described state of affairs (*-risj* may also convey a sense of pity) ([Bakró-Nagy et al. 2022](sources.bib?label=Bakr%C3%B3-Nagy+et+al.+2022#cldf:bakro-nagy_north_mansi_2022):549). The terms *precaritive* and *hypocoristic* have also been used.  

(1) North Mansi<br/>
>*ɑkweːkw, wɑːɣ-tɑːl pɑt-əm-risj-ən*<br/>
>grandmother strength-CAR get-MIR.PST-DIM-2SG<br/>
>‘Grandmother, poor dear, you are tired!’<br/>
>([Bakró-Nagy et al. 2022](sources.bib?label=Bakr%C3%B3-Nagy+et+al.+2022#cldf:bakro-nagy_north_mansi_2022):549)

Instances in which the diminutive marking on the verb yields a quantitative or temporal reading ('a little bit, for a while'), see example 2, do not suffice for ‘1’ for to this question.

(2) Komi Zyrian<br/>
>*Ме эськö сёйышті*<br/>
>Me eɕkɘ ɕoj-ɨʃt-i<br/>
>1SG COND eat-DIM-PST.1SG<br/>
>’I would eat a little bit’<br/>
>(Nikolay Kuznetsov, p.c.)

## Coding

The answer is '1' if there is a diminutive marker on the verb that expresses attitudinal information. If diminutives cannot be used on the verb, or they appear in the reading ‘a little bit, for a while’, the answer is ‘0’.
",bakro-nagy_north_mansi_2022
UT071,Can modifiers of action nominalizations in agent and patient roles both be encoded like possessors?,,,Syntax,UT,"
The aim of the question is to determine whether modifiers of action nominalizations can be encoded like possessors in agent and patient roles. The Estonian example (1a) contains an agent, while (1b) contains a patient. There are also examples where two interpretations are possible, e.g., in (1c) *poisi* can be understood as an agent or patient (depending on the context). In all examples (1a-c), genitive encoding appears, which is also used for possessors (cf. 1d).  

(1) Estonian<br/>
>a. ***minu** ütlemine* (S)<br/>
>minu ütle-mine<br/>
>1SG.GEN say-NMLZ<br/>
>'my saying'

>b. ***saapa** viskamine* (P)<br/>
>saapa viska-mine<br/>
>boot.GEN throw-NMLZ<br/>
>'boot throwing'

>c. ***poisi** pesemine* (S/P)<br/>
>poisi pese-mine<br/>
>boy.GEN wash-NMLZ<br/>
>'washing of the boy (i.e. done by the boy)'/ 'washing the boy'

>d. ***poisi** tuba*<br/>
>boy.GEN room<br/>
>‘boy's room'

## Coding

The value is '1' if possessors can be encoded in the same way as modifiers of action nominalizations in agent and patient roles. To be encoded as '1', it is at least necessary to have examples like (1a) and (1b). The value is '1' also if they are all zero-marked.",
UT072,Can the modifier of action nominalizations in the patient role be encoded like a direct object?,,,Syntax,UT,"
The aim of the question is to determine whether the same encoding can be used for the modifier of an action nominalization in the patient role and a direct object. In Estonian, genitive encoding is possible in both situations (see 1a and 1b). 

(1) Estonian<br/> 
>a. ***luuletuse** kirjutamine*<br/> 
>luuletuse kirjuta-mine<br/>
>poem.GEN write-NMZ<br/>
>'a poem writing'

>b. *kirjutan **luuletuse***<br/> 
>kirjuta-n luuletuse<br/> 
>write-1SG poem.GEN<br/>
>'I'll write a poem'

## Coding

The value is '1' if the same case marking can be used in both situations (as in the Estonian examples).",
UT073,Do core adjectives agree with the subject noun in number in the predicative position?,,,Syntax,UT,"
Most adjectives have two positions, i.e. they can be used attributively (e.g., *tall boy*) and predicatively (e.g., *the boy is tall*). When used predicatively, the adjective may be accompanied by a copula but not necessarily; it is also possible for the morphological marking of adjectives to differ in these two contexts ([Hofherr 2010](sources.bib?label=Hofherr+2010#cldf:CabredoHofherr2010):10; [Schachter and Shopen 2007](sources.bib?label=Schachter+and+Shopen+2007#cldf:Schachter_Shopen_2007):13). This question examines whether it is common for adjectives occurring in the predicative position to agree with the subject noun in number, as in Hungarian (1) and Estonian (2). (Following Grambank, *core adjectives* are defined semantically as property concepts such as value, shape, age, dimension.)

(1) Hungarian<br/>
>*a **fiúk magasak***<br/>
>a fiú-k magas-ak<br/>
>DEF.ART boy-PL tall-PL<br/>
>‘The boys are tall’

(2) Estonian<br/>
>***poisid**  on   **pikad***<br/>
>poisi-d on pika-d<br/>
>boy-PL  be.3   tall-PL<br/>
>'The boys are tall'

## Coding

The answer is '1' if it is common for core adjectives used predicatively to agree with the subject noun in number. The answer is '0' if there is no agreement.
",CabredoHofherr2010;Schachter_Shopen_2007
UT074,Is there a bound superlative degree marker on property words?,,,Morphology,UT,"
This question asks whether there is a bound marker of superlative degree on property words, as in the Finnish example (1). Property words roughly correspond to adjectives.

(1) Finnish<br/> 
>*kaunis : **kaunein***<br/> 
>kaunis : kaune-in<br/> 
>beautiful : beautiful-SPRL<br/> 
>‘beautiful' : 'the most beautiful’

To compare, in Erzya, the corresponding constructions are formed by using *veśe* 'all' in the ablative case followed by an adjective in the nominative case ([Aasmäe 2012](sources.bib?label=Aasm%C3%A4e+2012#cldf:aasmae_2012)). Thus, Erzya is coded as '0'.

## Coding

The answer is '1' if a language has a morphological marking available to express the highest quality/degree (as in Finnish). The answer is '0' if there is no bound marker available (as in Erzya).
",aasmae_2012
UT075,Can adpositions have person/number marking?,,,Morphology,UT,"
Adpositions supplement the case system by providing extra ways of expressing temporal, spatial, and other types of relationship, e.g., in the Hungarian example (1a), *mellett* conveys a spatial relationship. Adpositions also share several characteristics with cases, for instance, they may be used as stems to which personal suffixes are attached. This question examines weather person/number marking is possible on words that are also used as adpositions (see 1b). 
 
(1) Hungarian<br/>
>a. *a múzeum mellett*<br/> 
> DEF.ART museum next<br/>
>'next to the museum'<br/>

>b. ***mellettem** : **melletted***, etc.<br/>
>mellette-m : mellette-d<br/>
>next-POSS.1SG : next-POSS.2SG<br/>
> 'next to me, you, etc.'<br/>

## Coding

The answer is '1' if person/number markers can be attached to what also occur s adpositional stems. If this is not possible, the answer is '0'.",
UT076,Are there adpositions that show a tripartite system?,,,Morphology,UT,"
Adpositions with the same stem may encode a three-way distinction, i.e., express a distinction between goal (also called *destination of movement*), location, and source of movement (for case marking, see also UT091 and UT092). As conflation in systems of spatial adpositions is relatively common (especially of location and destination marking; see, e.g., [Creissels 2012](sources.bib?label=Creissels+2012#cldf:creissels_2012)), this question only targets instances that reveal a tripartite system without there being syncretism, as in examples (1a-c).

(1) Estonian<br/>
>a. *Jalutan maja **juurde***<br/>
>jaluta-n maja juurde<br/>
>walk-1SG house.GEN near.ILL<br/>
>‘I walk near the house’<br/>

>b. *Olen   maja  **juures***<br/>
>ole-n maja juures<br/>
>be-1SG  house.GEN near.INE<br/>
>‘I am near the house’<br/>

>*c. Tulen maja **juurest***<br/>
>tule-n maja juurest<br/>
>come-1SG house.GEN near.ELA<br/>
>‘I come from near the house’<br/>

Locations that are more commonly marked for direction are AT < IN, ON < UNDER < BEHIND < FRONT ([Zwarts 2010](sources.bib?label=Zwarts+2010#cldf:Zwarts_2010):984).

## Coding

The answer is '1' if such a three-way distinction as in (1a-c) is possible at least with some adpositions expressing AT, IN/ON, UNDER, BEHIND, FRONT. If no tripartite system can be attested, the answer is '0'.
",Zwarts_2010;creissels_2012
UT077,Is there case compounding?,,,Morphology,UT,"
Case compounding is usually understood as attachment of multiple inflectional case markers to a noun stem that make up a phonological word. The phenomenon is also known as Suffixaufnahme (see [Plank 1995](sources.bib?label=Plank+1995#cldf:plank_double_1995)). Several types of case compounding can be attested. The Udmurt example (1) is an instance of a simple headless adnominal, which additionally includes a case for the elided head. In Komi, it is possible that several spatial cases are combined to form a complex spatial case ([Arkhangelskiy and Usacheva 2018](sources.bib?label=Arkhangelskiy+and+Usacheva+2018#cldf:arkhangelskiy_case_2018):115).

(1) Udmurt<br/>
>*gurtlenezlen*<br/>
>gurt-len-ez-len<br/>
>village-GEN-POSS.3SG-GEN<br/>
>‘of the one that belongs to the vilage’<br/>
>(Arkhangelskiy and Usacheva 2019:112)

## Coding

The value is '1' if at least two case markers can be attached to the noun stem. The prerequisite is that the examples contain proper case endings.
",arkhangelskiy_case_2018;plank_double_1995
UT078,Are there morphological cases only used with pronouns?,,,Morphology,UT,"
The same way that case inventories can vary in languages (from two to dozens), different words or word classes may display different numbers of cases, e.g., nouns may distinguish more cases than adjectives ([Bickel and Nichols 2007](sources.bib?label=Bickel+and+Nichols+2007#cldf:Bickel_Nichols_2007):210). The aim of this question is to determine whether pronouns stand out by displaying morphological cases not found with other word classes (e.g., with nouns or adjectives). For example, the accusative case in Finnish is only used with pronouns, cf. the case marking of *sinä* 'you' and *kirja* 'book' (1).

(1) Finnish<br/>
>*Minä haluan **sinut** / kirjan*<br/>
>minä halua-n sinu-t / kirja-n<br/>
>1SG want-1SG you-ACC / book-GEN<br/>
>‘I want you / the book’

## Coding

The answer is '1' if pronouns display at least one morphological case not found with other word classes. If there are no such cases, the answer is '0'.
",Bickel_Nichols_2007
UT079,Does the numeral modification of a noun have an effect on its case selection?,,,Syntax,UT,"
This question asks whether there are morphosyntactic differences between phrases containing cardinal numerals. For example, in Finnish, the cardinal numeral 'one' requires the nominative case, whereas cardinal numerals bigger than 'one' take the partitive case (1).

(1) Finnish<br/>
>*yksi ystävä :  viisi ystävää*<br/> 
>one.NOM.SG friend.NOM.SG :  five.NOM.SG friend.PRT.SG<br/>
>‘one friend' : 'five friends’

By comparison, in Hungarian, the nominative case is used irrespective of the cardinal numeral. Thus, Hungarian is coded as '0'.

(2) Hungarian<br/>
>*egy ház : száz ház*<br/>
>one.NOM.SG house.NOM.SG : hundred.NOM.SG house.NOM.SG<br/>
>'one house' : 'hundred houses'

## Coding

The value is '1' if a cardinal numeral can influence the case selection of its sister noun (as in the Finnish example). The value is '0' if there are no changes in the case marking irrespective of the cardinal numeral used (see the Hungarian example). The numeral 'two' was not considered if a language contained a dual number.",
UT080,Is the singular form of the noun also used with numerals greater than 1?,,,Syntax,UT,"
It is common for the Cardinal numeral meaning ‘one’ to assign singular number to its sister noun, whereas with numerals expressing higher values, plural number (or dual) can be expected (cross-linguistically this applies at least to numerals up to '10') ([Hurford 2003](sources.bib?label=Hurford+2003#cldf:Hurford_2003):582). However, there are also languages where a cardinal numeral  can assign singular number to all its sister nouns. This applies, for instance, to Komi Zyrian (1) and Finnish (2). Although Finnish numerals greater than 1 trigger a different case (partitive), the number is still singular. 

(1) Komi Zyrian<br/>
>*öти **небöг** : куим **небöг***<br/>
>ɘci ɲebɘg : kuim ɲebɘg<br/>
>one.NOM.SG book.NOM.SG : three.NOM.SG book.NOM.SG<br/>
>'one book' : 'three books'

(2) Finnish<br/>
>*yksi **ystävä** :  kaksi **ystävää***<br/> 
>one.NOM.SG friend.NOM.SG :  two.NOM.SG friend.PRT.SG<br/>
>‘one friend' : 'two friends’

## Coding

The value is '1' if a noun can also appear in its singular form with numerals greater than 1 (as in the Komi Zyrian example), regardless of case marking (see the Finnish example). If there is a separate marking for the numeral 2 but otherwise the singular is used, the value is still '1'. The value is '0' if singular marking is not commonly used with numerals greater than '1'.
",Hurford_2003
UT082,Is there a dedicated case that expresses indirect object/recipient/goal (different from a local case)?,,,Morphology,UT,"
The corresponding case is often called the *dative*. In different languages, the dative domain can be subdivided differently. Usually it expresses recipients, benefactives/malefactives, experiencers, goals, and purposes; structurally, datives tend to be associated with ditransitive indirect objects ([Næss 2008](sources.bib?label=N%C3%A6ss+2008#cldf:naess_2008):572-573). Livonian, for instance, has a dative case (see example 1) in addition to local cases.

(1) Livonian<br/>
>*Ānda sīe **minnõn**!*<br/>
>Ānda sīe minn-õn<br/>
>give.IMP.2SG this.GEN 1SG-DAT<br/>
>‘Give it to me!’<br/>

By comparison, in Estonian, the allative case (a local case) is used in both functions, e.g., *minu-le* (1SG-ALL) ‘to me’, *põranda-le* (floor-ALL) 'onto the floor'. Thus, Estonian is coded as ‘0’.

## Coding

The value is '1' if there is a dedicated case to express indirect object/receiver/goal and it is different from a local case. If dative functions are expressed by other cases (e.g., local cases) or there is no separate dative case, the value is '0'.
",naess_2008
UT083,Is there a dedicated case that expresses a terminative meaning?,,,Morphology,UT,"
The terminative case is typically used to express up to which point in space (1a) or time (1b) an action takes place. 

(1) Hungarian<br/>
>a. *pályaudvarig*<br/>
>pályaudvar-ig<br/>
>railway_station-TERM<br/>
>‘until the railway station’<br/>

>b. *péntekig*<br/>
>péntek-ig<br/>
>Friday-TERM<br/>
>’until Friday’<br/>

By comparison, in Finnish, a directional case followed by an adposition has to be used to convey the corresponding meanings (see example 2); thus, Finnish is coded as '0'.

(2) Finnish<br/>
>*kotiin asti*<br/>
>koti-in asti<br/>
>home-ILL until<br/>
>'until home'<br/>

## Coding

The value is '1' if there is a dedicated case to express a limit in space or time as in Hungarian. If the terminative meaning can be regarded as a secondary function of some other case or it is conveyed by an adpositional construction (as in Finnish), the value is '0'.",
UT084,Is there a dedicated case that expresses the absence of a referent (abessive)?,,,Morphology,UT,"
This question asks whether there is a case indicating without what/who an action does or does not take place, as in Finnish (1). The corresponding case is often called the *abessive*.

(1) Finnish<br/>
>*Lähdin töihin **käsilaukuttani***<br/>
>lähd-i-n töi-hin käsilauku-tta-ni<br/>
>leave-PST-1SG work-ILL  handbag-ABE-POSS.1SG<br/>
>‘I left for work without my handbag’

## Coding

The value is '1' only if there is a dedicated case marker. In order to suffice for a '1', such case marking has to be productive and not occur only with a limited set of words or in some fossilized forms.",
UT085,Is there a dedicated case that expresses motion along or by a referent (prolative)?,,,Morphology,UT,"
The primary function of this case is to express motion along, by or through a referent (1). The case is often called the *prolative*, but also the labels *perlative*, *prosecutive* have been used.

(1) Udmurt<br/>
>*мон **ӧсэтӥ** потӥсько*<br/>
>mon ɘs-eti pot-iɕко<br/>
>1SG door-PROL exit-PRS.1SG<br/>
>’I’ll go out through the door’<br/>
>([Kel'makov 2008](sources.bib?label=Kel%27makov+2008#cldf:kelmakov_udmurtin_2008))

## Coding

The value is '1' if there is a dedicated case used to encode the meanings 'along', 'by', 'through'. In order to suffice for a '1', such case marking has to be productive and not occur only with a limited set of words or in some fossilized forms.
",kelmakov_udmurtin_2008
UT086,Is there a locative case that expresses goal?,,,Morphology,UT,"
A language may contain different local cases for encoding goal, location, and source (see also UT087 and UT088). This question asks whether there is a dedicated case to express goal (1).

(1) Finnish<br/>
>*Istun  **penkille***<br/>
>istu-n  penki-lle<br/>
>sit-1SG bench-ALL<br>
>‘I sit on(to) the bench’

## Coding

The value is '1' if there is at least one local case that is primarily used to express goal (in some languages there may be more than one local case to express goal). The answer is '0' if there is syncretism, e.g., the case used to express goal is also used to express location (see UT089).",
UT087,Is there a locative case that expresses location?,,,Morphology,UT,"
Goal, location, and source may be coded by different cases (see also UT086 and UT088). This question asks whether there is a separate case to mark location. For example, in Finnish there are two such local cases (1).

(1) Finnish<br/>
>a. *Olen **kaupassa***<br/>
>ole-n kaupa-ssa<br/>
>be-1SG store-INE<br/>
>‘I am in the store’

>b. *Istun **lattialla***<br/> 
>istu-n lattia-lla<br/> 
>sit-1SG floor-ADE<br/>
>'I sit on the floor'

## Coding

The value is '1' if there is at least one local case that is primarily used to express location. The answer is '0' if there is syncretism, i.e., the same case marking also has another locative function (it expresses goal or source). For instance, in Livvi Karelian *lattiel* expresses 'on the floor' and 'from the floor'. Thus, the case marked with *-l* cannot be said to have only one function (see also UT089 and UT090).",
UT088,Is there a locative case that expresses source?,,,Morphology,UT,"
A language may contain different local cases for encoding goal, location, and source (see also UT086 and UT087). This question asks whether there is a dedicated case to express source, as in Finnish (1).

(1) Finnish<br/>
>*Tulen **talosta***<br/>
>tule-n talo-sta<br/>
>come-1SG house-ELA<br/>
>‘I come from (inside of) the house’

## Coding

The value is '1' if there is at least one such local case that is primarily used to express source. The answer is '0' if there is syncretism, i.e., the same case also expresses location (see UT090).",
UT089,Is there case syncretism for goal and location marking?,,,Morphology,UT,"
Syncretism involves a ""combination of multiple distinct case values in a single form"", which results in an asymmetry between the paradigms of a language; syncretism can occur in various parts of a paradigm ([Baerman 2012](sources.bib?label=Baerman+2012#cldf:baerman_2012):219). This question examines whether there is syncretism between cases expressing goal and location. For instance, in Veps, external and internal local cases display a tripartite system, whereas cases expressing proximity show syncretism (cf. 1a and 1b). By comparison, in Livonian, syncretism occurs in the expression of external location (2). 

(1) Veps<br/>
>a. *vanhan **kažinno***<br/>
>vanha-n kaži-nno<br/>
>old-GEN cat-PROP/APPR<br/>
>‘to the old cat, by the old cat’<br/>

>b. *vanha-n **kažinnopäi***<br/>
>vanha-n kaži-nnopäi<br/>
>old-GEN cat-EGR<br/>
>'from the old cat'<br/>
([Grünthal 2015](sources.bib?label=Gr%C3%BCnthal+2015#cldf:grunthal_vepsan_2015))

(2) Livonian<br/>
>***pȭrandõl***<br/>
>*pȭrand-õl*<br/>
>floor-ALL/ADE<br/> 
>‘to the floor, on the floor’

## Coding

The answer is '1' if syncretism between goal and location marking characterizes at least one set of cases (e.g., the expression of external, internal, or proximity relations). If syncretism is impossible/uncommon, the answer is '0'.
",baerman_2012;grunthal_vepsan_2015
UT090,Is there case syncretism for location and source marking?,,,Morphology,UT,"
Syncretism means that it is possible for several case values to be expressed by a single form ([Baerman 2012](sources.bib?label=Baerman+2012#cldf:baerman_2012):219). Although it is more common to encounter conflation between cases conveying goal and location (cf. UT089), syncretism between cases expressing location and source can also be attested ([Creissels 2012](sources.bib?label=Creissels+2012#cldf:creissels_2012)), as in North Saami (1) and Livvi-Karelian (2).

(1) North Saami<br/>
>a. *Mun lean **gávppis***<br/>
>mun lea-n gávppi-s<br/>
>1SG be-1SG  grocery_store-LOC<br/>
>‘I am at a/the grocery store’

>b. *Mun boađán **gávppis***<br/>
>mun boađá-n gávppi-s<br/>
>1SG come-1SG grocery_store-LOC<br/>
>‘I come from a/the grocery store’<br/>

(2) Livvi Karelian<br/> 
>***lattiel***<br/> 
>lattie-l<br/> 
>floor-ADE/ABL<br/> 
>‘on the floor, from the floor’

## Coding

The answer is '1' if syncretism between location and source marking characterizes at least one set of cases (e.g., the expression of external, internal, or proximity relations). If syncretism is impossible/uncommon, the answer is '0'.
",baerman_2012;creissels_2012
