ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Source,IPA
3613,10,minu vanaema lauluraamat,minu	vanaema	lauluraamat,1SG.GEN	grandmother.GEN	songbook,my grandmother's songbook,,,,erelt_eesti_1995[53],
3614,10,Aednik kasvatas suure kõrvitsa,aednik	kasvata-s	suure	kõrvitsa,gardener	grow-PST.3SG	big.GEN	pumpkin.GEN,Gardener grew a big pumpkin,,,,erelt_eesti_1993[46],
3615,10,see teeb mind närviliseks,see	tee-b	min-d	närvilise-ks,it	make-3SG	1SG-PRT	nervous-TRA,It makes me nervous,,,,erelt_eesti_2017[563],
3616,10,Tulime linnast,tul-i-me	linna-st,come-PST-1PL	town-ELA,We came from the town,,,,erelt_eesti_1995[50],
3617,10,Oled sa temalt ka hiljem kirju saanud?,ole-d	sa	tema-lt	ka	hiljem	kirju	saa-nud,be-2SG	2SG	3SG-ABL	also	later	letter.PL.PRT	recieve-ACT.PST.PTCP,Have you recieved letters from him later as well?,,,,erelt_eesti_1995[59],
3618,10,piki teed,piki	tee-d,along	road-PRT,along the road,,,,erelt_eesti_1995[37],
3619,10,suure puu all,suure	puu	all,big.GEN	tree.GEN	under,under the big tree,,,,erelt_eesti_1995[37],
3620,10,Mari kirjutavat luuletusi,Mari	kirjuta-vat	luuletusi,Mari	write-QUOT	poem.PL.PRT,Mari is said to write poems,,,,erelt_eesti_1995[79],
3621,10,elama : elasin,ela-ma	:	ela-si-n,live-INF2	:	live-PST-1SG,to live : I lived,,,,viht_eesti_2019[116],
3622,10,meie puhkame,meie	puhka-me,1PL	rest-1PL,we rest,,,,erelt_eesti_2017[68],
3623,10,kass lakub piima,kass	laku-b	piima,cat	lick-3SG	milk.PRT,cat is licking milk,,,,erelt_eesti_2017[69],
3624,10,õppis vs. tuli,õppi-s	vs.	tul-i,study-PST.3SG	vs.	come-PST.3SG,s/he studied vs. s/he came,,,,viht_eesti_2019[180],
3625,10,hobune sööb,hobune	söö-b,horse	eat-3SG,horse is eating,,,,kasik_sonamoodustus_2015[115],
3626,10,omanik söödab hobust,omanik	söö-da-b	hobus-t,owner	eat-CAUS-3SG	horse-PRT,the owner is feeding the horse,,,,kasik_sonamoodustus_2015[115],
3627,10,poiss riietub,poiss	riiet-u-b,boy	dress-REFL-3SG,A boy is getting dressed,,,,erelt_eesti_2017[238],
3628,10,Taavi on õpetaja,Taavi	on	õpetaja,Taavi	be.3SG	teacher,Taavi is a teacher,,,,erelt_eesti_2017[278],
3629,10,ma oleksin teinud,ma	ole-ksi-n	tei-nud,1SG	be-COND-1SG	do-ACT.PST.PTCP,I would have done,,,,erelt_eesti_2017[162],
3630,10,töötan : olen töötanud,tööta-n	:	ole-n	tööta-nud,work-1SG	:	be-1SG	work-ACT.PST.PTCP,I am working : I have been working,,,,viht_eesti_2019[331],
3631,10,Poiss käib õhtuti jooksmas,poiss	käi-b	õhtu-ti	jooks-mas,boy	go-3SG	evening-ADV	run-INF2.INE,The boy goes running in the evenings,,,,erelt_eesti_2017[242],
3632,10,Ema armastab isa,ema	armasta-b	isa,mother	love-3SG	father-PRT,Mother loves father,,,,erelt_eesti_2017[242],
3633,10,"Ma usun, et Jüri sõitis hommikul Juhaniga Helsingisse",ma	usu-n	et	Jüri	sõit-is	hommiku-l	Juhani-ga	Helsingi-sse,1SG	believe-1SG	COMP	Jüri	drive-PST.3SG	morning-ADE	Juhan-COM	Helsinki-ILL,I believe that Jüri drove to Helsinki with Juhan in the morning,,,,erelt_eesti_2017[751],
3634,10,Me ehitasime maja,me	ehita-si-me	maja,1PL	build-PST-1PL	house.GEN,We built a house,,,,erelt_eesti_2017[ 242],
3635,10,"Ma kuulsin, et sa olid haige",ma	kuul-si-n	et	sa	ol-i-d	haige,1SG	hear-PST-1SG	COMP	you	be-PST-2SG	sick,I heard that you were sick,,,,erelt_eesti_2017[648],
3636,10,Täna ajalehed ei ilmu,täna	ajalehe-d	ei	ilmu,today	newspaper-PL	NEG	appear.CNG,Newspapers will not be published today,,,,erelt_eesti_2017[181],
3637,10,Ära tee rumalusi!,ära	tee	rumalusi,PROH.2SG	do	stupidity.PL.PRT,Don't do anything stupid!,,,,erelt_eesti_2017[181],
3638,10,Ta silmad ei ole sinised,ta	silma-d	ei	ole	sinise-d,3SG.GEN	eye-PL	NEG	be.CNG	blue-PL,His/her eyes are not blue,,,,erelt_eesti_1993[158],
3639,10,Jaan ei ole kodus,Jaan	ei	ole	kodu-s,Jaan	NEG	be.CNG	home-INE,Jaan is not at home,,,,erelt_eesti_1993[156],
3640,10,Peetril ei ole suvilat,Peetri-l	ei	ole	suvila-t,Peeter-ADE	NEG	be.CNG	summer.cottage-PRT,Peeter does not have a summer cottage,,,,erelt_eesti_1993[158],
3641,10,Lauad saavad kaetud,laua-d	saa-vad	kae-tud,table-PL	get-3PL	cover-PASS.PST.PTCP,tables will be laid,,,,erelt_eesti_2017[221],
3642,10,ilusatest tüdrukutest,ilusa-te-st	tüdruku-te-st,pretty-PL-ELA	girl-PL-ELA,from/about pretty girls,,,,erelt_eesti_2017[67],
3643,10,see mees : need mehed,see	mees	:	need	mehe-d,this	man	:	DEM.PL	man-PL,this man : these men,,,,erelt_eesti_2017[67],
3644,10,majake,maja-ke,maja-DIM,little house,,,,kasik_sonamoodustus_2015[67],
3645,10,kollane rätik,kollane	rätik,yellow	towel,yellow towel,,,,erelt_eesti_2017[385],
3646,10,kõik taotlused,kõik	taotluse-d,all	application-PL,all applications,,,,erelt_eesti_2017[127],
3647,10,igale lapsele,iga-le	lapse-le,every-ALL	child-ALL,to every child,,,,erelt_eesti_2017[127],
3648,10,Ma oman maja,Ma	oma-n	maja,1SG	own-1SG	house.PRT,"I own a house, I have a house",,,,erelt_eesti_2017[86],
3649,10,Tal on kaks last,ta-l	on	kaks	las-t,3SG-ADE	be.3SG	two	child-PRT,S/he has two children,,,,erelt_eesti_2017[312],
3650,10,Peeter tuli koju?,Peeter	tul-i	koju,Peeter	come-PST.3SG	home.ILL,Did Peeter come home?,,,,erelt_eesti_2017[516],
3651,10,Tahad sa süüa?,Taha-d	sa	süüa?,want-2SG	2SG	eat.INF1,Do you want to eat?,,,,erelt_eesti_2017[521],
3652,10,Kas Indiasse sõiduks on vaja viisat?,kas	India-sse	sõidu-ks	on	vaja	viisa-t,Q	India-ILL	drive-TRA	be.3SG	need	visa-PRT,Do you need a visa to go to India?,,,,erelt_eesti_2017[518],
3653,10,Tahad minuga koju tulla või?,taha-d	minu-ga	koju	tul-la	või,want-2SG	1SG-COM	home.ILL	come-INF1	Q,Do you want to come home with me?,,,,erelt_eesti_2017[522],
3654,10,Jüri on Jaanist pikem,Jüri	on	Jaani-st	pik-em,Jüri	be.3SG	Jaan-ELA	tall-CMPR,Jüri is taller than Jaan,,,,erelt_eesti_2017[432],
3655,10,Jüri on pikem kui Jaan,Jüri	on	pik-em	kui	Jaan,Jüri	be.3SG	tall.CMPR	CONJ	Jaan,Jüri is taller than Jaan,,,,erelt_eesti_2017[432],
3656,10,Ta ei ole rumal,ta	ei	ole	rumal,3SG	NEG	be.CNG	stupid,S/he is not stupid,,,,erelt_eesti_2017[182],
3657,10,Meie sinuga läheme reisima,meie	sinu-ga	lähe-me	reisi-ma,1PL	2SG-COM	go-1PL	travel-INF2,You and I are going to travel,,,,erelt_eesti_2017[208],
3658,10,Ülesanded olid meie poolt lahendatud,ülesande-d	ol-i-d	meie	poolt	lahenda-tud,task-PL	be-PST-PL	1PL.GEN	by	solve-PASS.PST.PTCP,The tasks had been done by us,,,,erelt_eesti_2017[304],
3659,10,Poiss riietab ennast,poiss	riieta-b	ennas-t,boy	dress-3SG	himself-PRT,Boy dresses himself,,,,erelt_eesti_2017[238],
3660,10,elaksin,ela-ksi-n,live-COND-1SG,I would live,,,,viht_eesti_2019[114],
3661,10,sa tegevat,sa	tege-vat,2SG	do-QUOT,you are said to do,,,,viht_eesti_2019[342],
3662,10,Kui palju sa must noorem oled?,kui	palju	sa	mu-st	noore-m	ole-d,how	much	2SG	1SG-ELA	young-CMPR	be-2SG,How much younger are you than me?,,,,erelt_eesti_2017[525],
3663,10,Mitu last sul plaanis on?,mitu	las-t	su-l	plaani-s	on,how.many	child-PRT	2SG-ADE	plan-INE	be.3SG,How many children are you planning to have?,,,,erelt_eesti_2017[525],
3664,10,"Mart, keda me usaldasime, vedas meid alt",Mart	ke-da	me	usalda-si-me	veda-s	mei-d	alt,Mart	who-PRT	1PL	trust-PST-1PL	drag-PST.3SG	1PL-PRT	down,"Mart, who we trusted, let us down",,,,erelt_eesti_2017[747],
3665,10,ei ela,ei	ela,NEG	live.CNG,(do/does) not live,,,,viht_eesti_2019[116],
3666,10,Jüri ehmatas Marit,Jüri	ehmata-s	Mari-t,Jüri	startle-PST.3SG	Mari-PRT,Jüri startled Mari,,,,kehayov_lure_2014[1096],
3667,10,Mari ehmatas,Mari	ehmata-s,Mari	startle-PST.3SG,Mari startled / had a fright,,,,kehayov_lure_2014[1096],
3668,10,Te olete nii tagasihoidlik,te	ole-te	nii	tagasihoidlik,2PL	be-2PL	so	modest,You are so shy,,,,erelt_eesti_2017[200],
3669,10,"Ta teadis, et sõbral oli õigus",ta	tead-is	et	sõbra-l	ol-i	õigus,3SG	know-PST.3SG	COMP	friend-ADE	be-PST.3SG	right,S/he knew that the friend was right,,,,erelt_eesti_2017[670],
3670,10,Ülemus jagas ülesanded ära,ülemus	jaga-s	ülesande-d	ära,boss	distribute-PST.3SG	task-PL	away,The boss distributed the tasks,,,,erelt_eesti_2017[106],
3671,11,kaksi iloista lasta,kaksi	ilois-ta	las-ta,two	cheerful-PRT	child-PRT,two cheerful children,,,,hakulinen_iso_2004[§ 1305],
3672,11,se kaali,se	kaali,DEM	cabbage,this cabbage,,,,hakulinen_iso_2004[§ 720],
3673,11,Läsnä oli Kari Mäkelä vaimoineen,läsnä	ol-i	Kari	Mäkelä	vaimo-ine-en,present	be-PST.3SG	Kari	Mäkelä	wife-COM-POSS.3SG,Present was Kari Mäkelä with his wife,,,,karlsson_finnish_2018[263],
3674,11,Pentti ja Pirkko olivat naimisissa,Pentti	ja	Pirkko	ol-i-vat	naimisissa,Pentti	and	Pirkko	be-PST-3PL	married,Pentti and Pirkko were married,,,,karlsson_finnish_2018[408],
3675,11,valot,valo-t,light-PL,lights,,,,hakulinen_iso_2004[§ 79],
3676,11,juokseminen,juokse-minen,run-NMLZ,running,,,,hakulinen_iso_2004[§ 221],
3677,11,uneksija,uneksi-ja,dream-AG.NMLZ,dreamer,,,,hakulinen_iso_2004[§ 252],
3678,11,ratkaisu,ratkais-u,decide-NMLZ,decision,,,,hakulinen_iso_2004[§ 226],
3679,11,lammasten vaatteissa,lammas-ten	vaatte-i-ssa,sheep-PL.GEN	clothing-PL-INE,in sheep's clothing,,,,hakulinen_iso_2004[§ 85],
3680,11,Kirjailija poltti viimeisen käsikirjoituksen,kirjailija	poltt-i	viimeise-n	käsikirjoitukse-n,writer	burn-PST.3SG	last-GEN	manuscript-GEN,The writer burned the last manuscript,,,,hakulinen_iso_2004[§ 925],
3681,11,Tapasin hänet,tapa-si-n	häne-t,meet-PST-1SG	3SG-ACC,I met him,,,,hakulinen_iso_2004[§ 930],
3682,11,Kirja on kassissa,kirja	on	kassi-ssa,book	be.3SG	bag-INE,The book is in the bag,,,,hakulinen_iso_2004[§ 1238],
3683,11,Meille tulee vieraita kaukaakin,me-i-lle	tule-e	viera-i-ta	kaukaa=kin,1PL-PL-ALL	come-3SG	visitor-PL-PRT	far=PTCL,We will have visitors from afar,,,,hakulinen_iso_2004[§ 1240],
3684,11,kulkea läpi kaupungin,kulke-a	läpi	kaupungi-n,pass-INF1	through	city-GEN,to pass through the city,,,,hakulinen_iso_2004[§ 702],
3685,11,maailman ympäri,maailma-n	ympäri,world-GEN	around,around the world,,,,hakulinen_iso_2004[§ 701],
3686,11,kerroin,kerro-i-n,tell-PST-1SG,I told,,,,hakulinen_iso_2004[§ 112],
3687,11,syöt : söit,syö-t	:	sö-i-t,eat-2SG	:	eat-PST-2SG,you eat : you ate,,,,hakulinen_iso_2004[§ 112],
3688,11,minä kuulen hyvin,minä	kuule-n	hyvin,1SG	hear-1SG	well,I can hear well,,,,hakulinen_iso_2004[§ 107],
3689,11,söisimme,söi-si-mme,eat-COND-1PL,we would eat,,,,hakulinen_iso_2004[§ 107],
3690,11,syö : söi,syö	:	sö-i,eat.3SG	:	eat-PST.3SG,to eat : I eat,,,,hakulinen_iso_2004[§ 73],
3691,11,häviää : hävisi,häviä-ä	:	häivi-si,disappear-3SG	:	disappear-3SG.PST,to disappear : I disappear,,,,hakulinen_iso_2004[§ 75],
3692,11,Äiti nukuttaa lapset,äiti	nuku-tta-a	lapse-t,mother	sleep-CAUS-3SG	child-PL,Mother puts children to sleep,,,,hakulinen_iso_2004[§ 307],
3693,11,Lapsi pukeutui,lapsi	puke-utu-i,child	dress-REFL-PST.3SG,The child got dressed,,,,hakulinen_iso_2004[§ 333],
3694,11,Sinä olet paras ystäväni,sinä	ole-t	paras	ystävä-ni,2SG	be-2SG	best	friend-POSS.1SG,You are my best friend,,,,hakulinen_iso_2004[§ 456],
3695,11,"Jos vesi olisi lämmintä, saisit uida","Jos	vesi	ol-isi	lämmin-tä,	sa-isi-t	ui-da",if	water	be-COND.3SG	warm-PRT	get-COND-2SG	swim-INF1,If the water were warm you could swim,,,,karlsson_finnish_2018[317],
3696,11,Ystäväni lähti kun oli pakannut,ystävä-ni	läht-i	kun	ol-i	pakan-nut,friend-POSS.1SG	leave-PST.3SG	when	be-PST.3SG	pack-ACT.PST.PTCP,My friend left after packing,,,,hakulinen_iso_2004[§ 1540],
3697,11,kipinöitä sinkoili ympäriinsä,kipinö-i-tä	sinkoil-i	ympäriinsä,spark-PL-PRT	fly-PST.3SG	around,sparks were flying around,,,,hakulinen_iso_2004[§ 459],
3698,11,Talonmies siirsi pöydän,talonmies	siir-si	pöydä-n,caretaker	move-PST.3SG	table-GEN,The caretaker moved the table.,,,,hakulinen_iso_2004[§ 307],
3699,11,"Minun täytyy ihmetellä, oliko tuo kaikki työ turhaa?",minu-n	täyty-y	ihmetel-lä	ol-i-ko	tuo	kaikki	työ	turha-a,1SG-GEN	need-3SG	wonder-INF1	be-PST.3SG-Q	DIST.DEM	all	work	useless-PRT,"I have to wonder, was all that work for nothing?",,,,hakulinen_iso_2004[§ 884],
3700,11,Minä löysin suppilovahveroita,minä	löy-si-n	suppilovahvero-i-ta,1SG	find-PST-1SG	funnel.chanterelle-PL-PRT,I found funnel chanterelles,,,,hakulinen_iso_2004[§ 1366],
3701,11,"Minä pidän siitä, että asiat hoituvat ripeästi",minä	pidä-n	siitä	että	asia-t	hoit-u-vat	ripeästi,1SG	like-1SG	DEM.ELA	that	thing-PL	handle-AUT-3PL	quickly,I like that things are done quickly,,,,hakulinen_iso_2004[§ 1144],
3702,11,Hän valitsi minut,hän	valits-i	minu-t,3SG	choose-PST.3SG	1SG-ACC,He chose me,,,,hakulinen_iso_2004[§ 871],
3703,11,Lähtekää Porvooseen,lähte-kää	Porvoo-seen,go-IMP.2PL	Porvoo-ILL,Go to Porvoo,,,,hakulinen_iso_2004[ § 889],
3704,11,Kirja ei ole pöydällä,kirja	ei	ole	pöydä-llä,book	NEG.3SG	be.CNG	table-ADE,The book is not on the table,,,,,
3705,11,Tässä ei ole kirjoja,tässä	ei	ole	kirjo-j-a,here	NEG.3SG	be.CNG	book-PL-PRT,Here are no books,,,,,
3706,11,Hän ei ole kirjailija,hän	ei	ole	kirjailija,3SG	NEG.3SG	be.CNG	writer,He/she is not a writer,,,,,
3707,11,kerrotaan,kerro-taan,tell-PASS,(it) is told,,,,hakulinen_iso_2004[ § 110],
3708,11,ruokaruoka,ruoka.ruoka,food.food,proper food (not junk food or anything like that),,,,hakulinen_iso_2004[§ 425],
3709,11,siniset kukat,sinise-t	kuka-t,blue-PL	flower-PL,blue flowers,,,,karlsson_finnish_2018[125],
3710,11,tuo punainen kukka,tuo	punainen	kukka,that	red	flower,that red flower,,,,karlsson_finnish_2018[125],
3711,11,nuo punaiset kukat,nuo	punaise-t	kuka-t,those	red-PL	flower-PL,those red flowers,,,,,
3712,11,kirjanen,kirja-nen,book-DIM,booklet,,,,hakulinen_iso_2004[§ 208],
3713,11,iso auto,iso	auto,big	car,big car,,,,karlsson_finnish_2018[125],
3714,11,kaikki pellot,kaikki	pello-t,all	field-PL,all fields,,,,hakulinen_iso_2004[§ 750],
3715,11,Suomen naiskeilaajat voittivat kaikki neljä otteluaan,suomen	naiskeilaaja-t	voitt-i-vat	kaikki	neljä	ottelu-a-an,Finnish	woman.bowler-PL	win-PST-3PL	all	four	match-PRT-POSS.3,Finnish women bowlers won all four of their matches,,,,hakulinen_iso_2004[§ 752],
3716,11,Lähetä yksi dollari jokaiselle viidelle listalla olijalle,lähetä	yksi	dollari	jokaise-lle	viide-lle	lista-lla	oli-ja-lle,send.IMP.2SG	one	dollar	every-ALL	five-ALL	list-ADE	be-AG.NMLZ-ALL,Send one dollar to each of the five people on the list.,,,,hakulinen_iso_2004[§ 752],
3717,11,En omista suksia,e-n	omista	suks-i-a,NEG-1SG	own.CNG	ski-PRT-PL,I don’t have skis,,,,noauthor_kielitoimiston_nodate[omistaa],
3718,11,Minulla ei ole rahaa,minu-lla	ei	ole	raha-a,1SG-ADE	NEG.3SG	be.CNG	money-PRT,I don't have money,,,,karlsson_finnish_2018[244],
3719,11,Onko täällä ketään?,on-ko	täällä	ketään,be.3SG-Q	here	nobody,Is there anybody here?,,,,hakulinen_iso_2004[§ 1689],
3720,11,Minun autoni on isompi kuin sinun,minu-n	auto-ni	on	iso-mpi	kuin	sinu-n,1SG-GEN	auto-POSS.1SG	be.3SG	big-CMPR	than	2SG-GEN,My car is bigger than yours,,,,karlsson_finnish_2018[386],
3721,11,Olet minua vanhempi,ole-t	minu-a	vanhe-mpi,be-2SG	1SG-PRT	old-CMPR,You are older than me,,,,karlsson_finnish_2018[387],
3722,11,ette hyppää,e-tte	hyppää,NEG-2PL	jump.CNG,You do not jump,,,,karlsson_finnish_2018[151],
3723,11,Me Annan kanssa lähdetään lomamatkalle,Me	Anna-n	kanssa	lähde-tään	lomamatka-lle,1PL	Anna-GEN	with	go-PASS.PRS	holiday.trip-ALL,Anna and I are going on a holiday,,,,kurki_weanna_2024[381],
3724,11,kuivasin itseni,kuiva-si-n	itse-ni,dry-PST-1SG	self-POSS.1SG,I dried myself,,,,hakulinen_iso_2004[§ 730],
3725,11,Esko ja Mikko kehuvat toisiaan,Esko	ja	Mikko	kehu-vat	toisi-a-an,Esko	and	Mikko	praise-3PL	each.other-PRT-POSS.3,Esko and Mikko praise each other,,,,hakulinen_iso_2004[§ 732],
3726,11,antanemme,anta-ne-mme,give-POT-1PL,we might give,,,,hakulinen_iso_2004[§ 115],
3727,11,Kuinka monta eri kieltä kuulet?,kuinka	mon-ta	eri	kiel-tä	kuule-t,how	many-PRT	different	language-PRT	hear-2SG,How many different languages can you hear?,,,,hakulinen_iso_2004[§ 765],
3728,11,Kuinka paljon pullo olutta maksaa?,kuinka	paljon	pullo	olut-ta	maksa-a?,how	much	bottle	beer-PRT	cost-3SG,How much does a bottle of bear cost?,,,,karlsson_finnish_2018[158],
3729,11,"isoäitini, joka oli mulle kuin äiti",isoäiti-ni	joka	ol-i	mu-lle	kuin	äiti,grandmother-POSS.1SG	who	be-PST.3SG	1SG-ALL	like	mother,"My grandmother, who was like a mother to me",,,,hakulinen_iso_2004[§ 1164],
3730,11,"kymmenen: kaksikymmentä, kolmekymmentä, neljäkymmentä …","kymmenen:	kaksi.kymmen-tä,	kolme.kymmen-tä,	neljä.kymmen-tä","ten:	two.ten-PRT,	three.ten-PRT,	four.ten-PRT","ten: twenty, thirty, fourty",,,,karlsson_finnish_2018[266-268],
3731,11,Tuo hänet tänne!,tuo	häne-t	tänne,bring.IMP.2SG	3SG-ACC	here,Bring him/her here!,,,,karlsson_finnish_2018[214],
3732,11,Te olette EU:n ensimmäinen oikeusasiamies,te	ole-tte	EU-n	ensimmäinen	oikeusasiamies,2PL	be-2PL	EU-GEN	first	ombudsman,You are the EU's first ombudsman,,,,hakulinen_iso_2004[§ 1273],
3733,11,"Tiedän, että tänään on keskiviikko",tiedä-n	että	tänään	on	keskiviikko,know-1SG	that	today	be.3SG	Wednesday,I know that today is Wednesday,,,,hakulinen_iso_2004[§ 1561],
3734,11,Hannan auto,Hanna-n	auto,Hanna-GEN	car,Hanna's car,,,,karlsson_finnish_2018[208],
3735,11,ovi : ovemme,ovi	:	ove-mme,door	:	door-POSS.1PL,door : our door,,,,karlsson_finnish_2018[221],
3736,11,"Miehet eivät kuunnelleet, vaan ∅ raahasivat naiset mukaansa",miehe-t	ei-vät	kuunnel-leet	vaan	raaha-si-vat	naise-t	mukaa-nsa,man-PL	NEG-3PL	listen-ACT.PST.PTCP.PL	but	drag-PST-3PL	woman-PL	along-POSS.3PL,The men didn't listen but dragged the women along.,,,,hakulinen_iso_2004[§ 1180],
3737,19,t'ot'am vӛc kugim šӛnden,t'ot'a-m	vӛc	kugi-m	šӛnd-en,grandfather-POSS.1SG	five	birch-ACC	plant-PRET,grandfather planted five birches,,,,kaskin_elementy_2023[194],t'ot'am vӛc kugim šӛnden
3738,19,cilä ti kot'i kačneštӛ,cilä	ti	kot'i	kač-ne-štӛ,all	DEM	cat	eat-DES-3PL,all these cats want to eat,,,,kaskin_elementy_2023[195],cilä ti kot'i kačneštӛ
3739,19,kat'a dä maša tolə̑nə̑t,kat'a	dä	maša	tol-ə̑n-ə̑t,PN	and	PN	come-PRET-3PL,Katya and Masha came,,,,kaskin_elementy_2023[685],kat'a dä maša tolə̑nə̑t
3740,19,maša ӛdӛržӛge zooparkə̑š tolə̑n,maša	ӛdӛr-žӛ-ge	zoopark-ə̑š	tol-ə̑n,PN	girl-POSS.3SG-COM	zoo-ILL	come-PRET,Masha came to the zoo with the daughter,,,,kaskin_elementy_2023[97],maša ӛdӛržӛge zooparkə̑š tolə̑n
3741,19,imn'ivläžӛ xozažə̑ amalə̑mə̑m šižӛnӛtät,imn'i-vlä-žӛ	xoza-žə̑	amalə̑-mə̑-m	šiž-ӛn-ӛt-ät,horse-PL-POSS.3SG	owner-POSS.3SG	sleep-PTCP.PASS-ACC	feel-PRET-3PL-ADD,the horses saw the sleeping owner,,,,kaskin_elementy_2023[930],imn'ivläžӛ xozažə̑ amalə̑mə̑m šižӛnӛtät
3742,19,mašavlä tolə̑nə̑t,maša-vlä	tol-ə̑n-ə̑t,PN-PL	come-PRET-3PL,Masha and her friends came,,,,kaskin_elementy_2023[80],mašavlä tolə̑nə̑t
3743,19,tə̑men'mӛm,tə̑men'mӛm,study-NMLZ-POSS.1SG,my study,,,,kaskin_elementy_2023[70],tə̑men'mӛm
3744,19,tengečӛ maša mə̑škə̑n šӛndӛmӛ mӛn'ӛn və̑rgemvlä tištӛ kiät,tengečӛ	maša	mə̑šk-ə̑n	šӛndӛ-mӛ	mӛn'-ӛn	və̑rgem-vlä	ti-štӛ	ki-ät,yesterday	PN	wash-CVB	put-PTCP.PASS	1SG-GEN	clothes-PL	this-INE	lie-NPST.3PL,Here lie my clothes washed by Masha,,,,kaskin_elementy_2023[158],tengečӛ maša mə̑škə̑n šӛndӛmӛ mӛn'ӛn və̑rgemvlä tištӛ kiät
3745,19,"mӛlänem izi pökenӛm puenӛt, kə̑nzalavandə̑m","mӛ-län-em	izi	pöken-ӛm	pu-en-ӛt,	kə̑nzalavandə̑-m",1SG-DAT-POSS.1SG	little	chair-ACC	give-PRET-3PL	spinning.wheel-ACC,I was given a little chair and spinning wheel,,,,kaskin_elementy_2023[555],"mӛlänem izi pökenӛm puenӛt, kə̑nzalavandə̑m"
3746,19,"tӛ ӛrvezäšӛžӛ buk'etšӛm podarə̑š ə̑žar kost'uman učit'el'n'icə̑lan, tə̑mdə̑šə̑lan","tӛ	ӛrvezäš-ӛžӛ	buk'et-šӛ-m	podarə̑-š	ə̑žar	kost'um-an	učit'el'n'icə̑-lan,	tə̑mdə̑-šə̑-lan",that	boy-POSS.3SG	bouquet-POSS.3SG-ACC	gift-AOR	green	costume-PROP	teacher-DAT	teach-PTCP.ACT-DAT,That boy gifted a bouquet to the teacher wearing a green costume,,,,kaskin_elementy_2023[555],"tӛ ӛrvezäšӛžӛ buk'etšӛm podarə̑š ə̑žar kost'uman učit'el'n'icə̑lan, tə̑mdə̑šə̑lan"
3747,19,...ves komandə̑n madšə̑vläžӛ sv'ečkӛm xvat'at...,...ves	komandə̑-n	mad-šə̑-vlä-žӛ	sv'ečkӛm	xvat'at...,other	team-GEN	play-PTCP.ACT-PL-POSS.3SG	candle-ACC	grab-NPST.3PL,...the players of the other team will grab the candle...,,,,kaskin_elementy_2023[68],...ves komandə̑n madšə̑vläžӛ sv'ečkӛm xvat'at...
3748,19,toldelam,tol-del-am,come-NEG.PRET-1SG,I didn't come,,,,kaskin_elementy_2023[48],toldelam
3749,19,pačeš,pač-eš,open-NPST.3SG,s/he opens,,,,kaskin_elementy_2023[46],pačeš
3750,19,və̑ča,və̑č-a,wait-NPST.3SG,s/he waits,,,,kaskin_elementy_2023[46],və̑ča
3751,19,ə̑ngə̑ldaraš,ə̑ngə̑l-dar-aš,understand-CAUS-INF,to explain,,,,kaskin_elementy_2023[64],ə̑ngə̑ldaraš
3752,19,vas'a od'ejal dono levedälteš,vas'a	od'ejal	dono	leved-ält-eš,PN	blanket	with	cover-MED-NPST.3SG,Vasya covered himself with the blanket,,,,kaskin_elementy_2023[512],vas'a od'ejal dono levedälteš
3753,19,kaštmaštə̑ täŋgβlä=ät βäšliältət,kašt-maštə̑	täŋg-βlä=ät	βäšli-ält-ət,go-NMLZ.INE	friend-PL=ADD	meet-MED-NPST.3PL,In the train even friends meet,,,,kaskin_elementy_2023[513],kaštmaštə̑ täŋgβläät βäšliältət
3754,19,mӛn'ӛ cever ə̑lam,mӛn'ӛ	cever	ə̑l-am,1SG	beautiful	be-NPST.1SG,I am beautiful,,,,kaskin_elementy_2023[562],mӛn'ӛ cever ə̑lam
3755,19,pet'a izižӛ godə̑m každə̑j kečӛn lemӛm kačkeš ə̑l'ə̑ / ə̑lə̑n,pet'a	izi-žӛ	god-ə̑m	každə̑j	kečӛ-n	lem-ӛm	kačk-eš	ə̑l'ə̑	/	ə̑lə̑n,PN	little-POSS>3SG	time-ACC	every	day-GEN	soup-ACC	eat-NPST.3SG	be-AOR.3SG	/	be-PRET,Petya used to eat soup every day in his childhood,,,,kaskin_elementy_2023[338],pet'a izižӛ godə̑m každə̑j kečӛn lemӛm kačkeš ə̑l'ə̑ / ə̑lə̑n
3756,19,"kə̑nam mӛn'ӛ pə̑rə̑šə̑m, vas'a kn'igäm lə̑deš ə̑l'ə̑","kə̑nam	mӛn'ӛ	pə̑rə̑-š-ə̑m,	vas'a	kn'igä-m	lə̑d-eš	ə̑l'ə̑",when	1SG	enter-AOR-1SG	PN	book-ACC	read-NPST.3SG	be-AOR.3SG,When I entered Vasya was reading a book,,,,kaskin_elementy_2023[340],"kə̑nam mӛn'ӛ pə̑rə̑šə̑m, vas'a kn'igäm lə̑deš ə̑l'ə̑"
3757,19,mӛn' školӛškӛ kejem ӛl'ӛ / ӛlӛn,mӛn'	škol-ӛškӛ	kej-em	ӛl'-ӛ	/	ӛl-ӛn,1SG	school-ILL	go-NPST.1SG	be-AOR.3SG	/	be-PRET,I went to school,,,,kaskin_elementy_2023[512],mӛn' školӛškӛ kejem ə̑l'ə̑ / ə̑lə̑n
